University_ID,Region,Institution_Type,Student_Scale,Faculty_Scale,Education_Budget_wan,Per100_Computers,Network_Coverage_%,IT_Budget_Ratio_%,IT_Staff_Ratio_%,Info_System_Count,Data_Governance_Score,Online_Service_Rate_%,Digital_Literacy_Score,Cybersecurity_Investment_%,System_Uptime_%,Management_Status
UNI1271,West,Undergraduate,28659.86,1816.33,173843.27,55.97,98.42,3.59,0.47,40.5,56.26,32.1,85.37,12.07,97.92,Suboptimal
UNI1272,Central,Undergraduate,35770.98,3329.63,302025.23,60.94,99.04,2.63,0.69,99.33,71.32,64.89,48.59,19.36,97.99,Optimal
UNI1273,East,Undergraduate,15784.18,3011.34,387943.03,46.8,95.46,4.1,1.21,104.25,66.13,54.07,90.39,9.81,99.72,Optimal
UNI1274,Central,Vocational,32219.16,1291.88,113649.05,43.27,98.75,1.75,0.8,27.76,74.13,78.22,55.62,8.83,100.0,Optimal
UNI1275,Central,Undergraduate,10634.3,200.0,365372.6,47.64,97.21,2.91,0.49,62.58,55.08,57.8,67.81,13.59,97.69,Suboptimal
UNI1276,West,Vocational,14112.96,838.48,171417.72,44.39,99.31,3.01,0.75,33.45,56.79,85.8,61.18,16.48,99.79,Optimal
UNI1277,East,Undergraduate,3000.0,200.0,19932.61,32.43,98.28,1.05,0.36,48.39,52.32,53.75,88.03,15.54,97.45,Suboptimal
UNI1278,East,Undergraduate,21541.93,3310.06,515726.97,53.78,99.17,4.99,0.59,72.83,78.19,81.72,85.19,18.49,99.97,Optimal
UNI1279,East,Undergraduate,9361.2,4189.17,506735.75,42.82,98.01,5.88,0.54,87.69,85.82,82.26,85.14,10.54,98.13,Suboptimal
UNI1280,Central,Undergraduate,24738.69,3220.97,309670.96,42.16,99.64,3.88,0.77,72.9,64.41,100.0,96.5,15.13,99.25,Optimal
UNI1281,West,Vocational,10518.31,1329.87,152925.57,58.22,98.76,2.79,0.43,61.52,74.72,59.03,91.01,15.71,100.0,Optimal
UNI1282,East,Vocational,26882.87,448.43,10000.0,58.17,97.2,1.25,0.22,5.0,66.13,33.24,47.19,10.89,98.1,Suboptimal
UNI1283,Central,Undergraduate,22242.37,200.0,10000.0,50.99,98.68,3.6,0.38,30.3,50.57,32.43,45.81,11.31,100.0,Suboptimal
UNI1284,West,Vocational,40252.25,1908.12,216992.75,52.5,100.0,4.09,0.89,71.8,49.39,71.19,54.46,14.19,100.0,Optimal
UNI1285,East,Undergraduate,11363.2,538.91,299217.55,57.44,98.85,4.04,0.69,60.15,36.42,45.65,88.94,1.7,98.52,Suboptimal
UNI1286,East,Vocational,26612.22,575.66,116028.77,63.95,99.47,2.72,0.11,36.19,90.89,86.43,71.2,6.44,98.94,Optimal
UNI1287,Central,Undergraduate,5212.71,3549.22,415178.2,77.49,97.52,5.34,0.89,82.64,72.39,49.59,61.66,5.05,99.7,Optimal
UNI1288,Central,Vocational,14184.19,2587.5,318678.2,64.33,99.04,3.81,0.61,40.35,81.96,79.22,84.66,12.92,100.0,Optimal
UNI1289,East,Undergraduate,14451.6,2691.89,234999.18,39.91,98.69,2.92,0.78,56.02,100.0,93.19,65.39,18.34,98.7,Optimal
UNI1290,West,Vocational,3000.0,405.93,154413.26,39.07,97.18,1.06,0.59,49.62,80.66,67.29,69.55,19.67,95.63,Suboptimal
UNI1291,Central,Undergraduate,24536.5,1729.22,422417.6,70.56,100.0,4.12,0.99,79.8,83.47,80.93,81.3,19.11,99.78,Optimal
UNI1292,West,Vocational,3000.0,677.0,28893.59,24.26,96.35,1.39,0.38,41.29,46.18,60.18,79.38,6.28,98.09,Suboptimal
UNI1293,West,Undergraduate,5918.56,2541.33,149166.62,48.83,100.0,4.56,0.56,86.2,88.86,61.8,44.53,4.49,97.4,Optimal
UNI1294,West,Vocational,3281.72,1301.48,107559.0,59.77,95.67,1.96,0.69,58.26,57.46,45.34,79.79,6.09,96.91,Suboptimal
UNI1295,Central,Vocational,13577.26,200.0,10000.0,61.46,99.3,2.49,0.2,18.72,79.75,65.35,100.0,16.28,97.24,Optimal
UNI1296,East,Vocational,32196.94,2342.66,282647.19,53.18,99.22,5.51,0.64,72.27,68.68,75.46,46.99,15.17,100.0,Optimal
UNI1297,Central,Undergraduate,33683.62,1177.18,364192.48,73.07,100.0,5.75,0.74,108.22,72.26,65.13,73.77,15.93,100.0,Optimal
UNI1298,East,Vocational,14815.5,2023.0,160509.07,42.35,98.89,4.41,0.3,62.63,83.16,38.12,82.0,11.82,98.04,Suboptimal
UNI1299,Central,Undergraduate,7468.43,1139.37,203228.17,29.74,98.02,4.15,0.45,64.87,87.26,67.22,93.05,14.18,97.66,Optimal
UNI1300,East,Vocational,3446.51,200.0,88612.65,16.31,98.92,2.86,0.41,7.4,46.74,73.0,29.72,15.18,98.44,Suboptimal
UNI1301,Central,Undergraduate,29304.71,2546.89,10000.0,62.46,98.56,3.22,0.6,54.79,69.67,60.36,76.07,4.18,99.55,Optimal
UNI1302,East,Vocational,15684.15,1563.13,274932.33,49.82,95.87,5.47,0.51,46.27,68.9,46.65,60.29,12.19,98.61,Suboptimal
UNI1303,East,Undergraduate,12714.34,2630.7,231325.35,29.72,99.04,6.02,0.99,52.43,62.38,42.55,70.47,14.19,98.95,Optimal
UNI1304,East,Vocational,19726.91,2769.17,44388.74,52.09,98.83,3.9,0.64,59.5,97.18,61.79,100.0,12.51,99.6,Optimal
UNI1305,Central,Undergraduate,18198.82,3780.35,506029.81,70.2,98.05,6.58,0.97,101.15,66.61,42.16,66.67,10.1,99.77,Optimal
UNI1306,West,Vocational,17431.86,1510.02,319151.8,61.6,100.0,5.45,0.71,27.65,100.0,82.78,86.88,17.32,99.59,Optimal
UNI1307,East,Undergraduate,29244.48,3279.94,347984.69,63.92,100.0,3.34,0.86,81.19,54.88,70.21,75.57,11.47,100.0,Optimal
UNI1308,West,Undergraduate,27629.59,2669.15,398202.26,73.21,98.68,4.69,0.86,87.25,100.0,86.45,99.44,16.49,100.0,Optimal
UNI1309,West,Vocational,3000.0,2482.97,46179.53,34.07,97.1,5.43,1.21,51.99,52.94,48.59,75.14,7.69,97.62,Suboptimal
UNI1310,East,Undergraduate,13762.75,1623.13,127378.72,29.85,99.62,3.37,0.1,82.94,58.33,85.1,82.01,18.86,100.0,Optimal
UNI1311,Central,Vocational,17068.11,2291.76,348536.8,56.23,100.0,4.38,0.57,79.48,89.91,60.44,66.85,12.09,100.0,Optimal
UNI1312,East,Vocational,13130.63,200.0,10000.0,47.68,100.0,4.07,0.12,5.0,58.48,45.04,66.08,10.53,97.56,Suboptimal
UNI1313,East,Undergraduate,16991.69,1493.9,42768.79,24.99,96.38,3.03,0.51,24.71,87.77,37.96,56.32,8.35,96.01,Suboptimal
UNI1314,Central,Vocational,12533.63,1112.23,123215.93,61.44,98.72,4.08,0.59,40.1,70.34,55.25,43.08,8.9,97.93,Suboptimal
UNI1315,East,Vocational,14503.81,585.33,153676.65,46.06,97.13,3.97,0.47,53.98,51.81,63.82,51.74,9.85,98.81,Suboptimal
UNI1316,West,Undergraduate,29497.83,1493.22,231425.45,49.87,98.82,3.55,0.71,81.06,64.34,64.07,72.11,9.32,100.0,Suboptimal
UNI1317,West,Vocational,7306.94,1027.64,10000.0,42.78,99.81,3.23,0.48,68.55,59.88,71.01,59.35,6.24,98.99,Suboptimal
UNI1318,West,Vocational,3000.0,671.8,10000.0,49.5,96.96,3.99,0.61,69.27,55.26,74.03,81.64,1.0,98.28,Suboptimal
UNI1319,Central,Vocational,4328.37,200.0,161291.47,36.4,98.93,4.33,0.71,27.28,56.5,28.5,75.88,6.01,100.0,Suboptimal
UNI1320,Central,Undergraduate,4788.9,2061.16,138879.28,46.7,94.88,3.31,0.2,95.88,76.68,67.92,78.79,19.15,96.13,Optimal
UNI1321,West,Undergraduate,16280.12,3462.3,381214.02,73.2,100.0,6.52,1.3,126.35,79.53,62.44,98.01,10.53,98.86,Optimal
UNI1322,East,Vocational,19189.82,1265.15,10000.0,60.62,98.15,4.6,0.23,22.24,62.51,86.9,73.79,10.05,98.38,Optimal
UNI1323,East,Vocational,21334.83,724.51,152772.03,51.82,100.0,2.33,0.44,5.0,79.39,60.96,68.35,4.25,97.91,Suboptimal
UNI1324,Central,Vocational,14889.7,200.0,10000.0,39.02,94.95,0.5,0.15,15.47,24.29,12.81,35.8,12.37,94.55,Suboptimal
UNI1325,East,Vocational,3526.64,357.64,89156.96,34.59,96.91,1.51,0.39,5.0,64.88,64.46,74.23,8.73,99.88,Suboptimal
UNI1326,East,Vocational,26446.6,640.2,73510.1,80.6,100.0,1.42,0.09,13.24,54.91,63.81,85.52,8.6,98.46,Optimal
UNI1327,East,Vocational,15890.73,1627.96,10000.0,35.98,96.16,2.29,0.69,24.37,33.94,59.47,49.2,6.58,97.41,Suboptimal
UNI1328,Central,Undergraduate,21306.95,2685.13,173265.68,72.49,96.67,3.26,0.45,86.45,62.86,57.88,52.9,24.11,99.63,Optimal
UNI1329,East,Vocational,14677.7,1824.69,16551.19,40.18,96.94,3.75,0.58,60.24,57.29,66.0,54.08,13.02,97.42,Suboptimal
UNI1330,East,Vocational,32414.98,3073.53,173601.61,70.88,100.0,4.43,0.51,73.17,66.13,59.96,94.12,11.27,99.71,Optimal
UNI1331,East,Vocational,10809.23,1902.42,36801.27,51.09,99.54,4.04,0.41,23.69,91.83,71.87,87.32,4.19,98.73,Optimal
UNI1332,East,Vocational,9341.21,1890.06,98432.68,31.8,97.16,1.44,0.85,5.0,70.72,62.24,84.02,15.99,98.12,Suboptimal
UNI1333,West,Undergraduate,21388.01,3815.09,385210.27,51.98,98.61,3.91,1.33,94.89,65.26,67.41,73.68,8.38,98.16,Optimal
UNI1334,East,Undergraduate,3000.0,1518.63,117584.25,43.63,98.41,4.15,0.36,81.07,89.91,76.28,62.55,6.17,98.65,Optimal
UNI1335,Central,Undergraduate,21642.78,3220.38,300328.28,68.9,100.0,5.41,0.66,77.35,58.19,57.38,94.76,5.74,98.33,Optimal
UNI1336,West,Undergraduate,14791.84,3342.94,330438.04,31.45,98.23,5.32,0.61,103.92,49.3,81.66,74.6,20.24,98.82,Optimal
UNI1337,East,Vocational,4318.66,2477.94,55196.82,41.6,99.42,2.95,1.12,27.54,54.34,34.58,58.64,8.68,98.96,Suboptimal
UNI1338,West,Vocational,17068.8,200.0,32688.75,64.96,100.0,3.6,0.37,18.25,60.01,75.12,67.86,1.94,100.0,Optimal
UNI1339,Central,Vocational,4920.73,1946.81,196764.83,36.65,100.0,1.71,0.86,47.96,13.43,43.92,60.3,8.71,99.81,Optimal
UNI1340,Central,Undergraduate,23673.77,2505.72,268013.39,65.19,96.23,5.08,0.81,69.96,79.82,69.22,75.33,4.89,97.37,Optimal
UNI1341,East,Undergraduate,26126.14,4249.53,379773.1,44.43,97.9,3.1,0.58,102.42,55.57,54.05,66.6,8.79,100.0,Optimal
UNI1342,East,Vocational,12579.63,200.0,10000.0,40.53,98.56,2.35,0.05,30.55,42.62,55.86,68.54,7.2,98.88,Optimal
UNI1343,West,Undergraduate,15379.32,1069.52,137623.41,44.95,98.71,4.22,0.37,82.27,62.69,82.81,70.28,6.13,97.11,Optimal
UNI1344,West,Undergraduate,14557.85,1241.79,177046.16,81.58,98.61,5.38,1.33,96.85,86.38,35.53,54.89,12.31,98.09,Suboptimal
UNI1345,West,Vocational,12629.92,200.0,10000.0,30.07,98.09,0.5,0.15,5.0,88.03,60.83,64.72,13.35,95.49,Suboptimal
UNI1346,West,Vocational,14126.5,3003.24,137132.83,26.17,98.93,2.84,0.8,41.08,63.19,79.23,64.0,7.28,98.31,Suboptimal
UNI1347,East,Undergraduate,17003.8,2511.8,182227.23,28.59,97.36,5.05,0.45,93.3,55.48,99.55,81.05,3.95,98.36,Optimal
UNI1348,West,Undergraduate,32074.91,2332.0,299403.01,78.98,100.0,4.58,0.61,72.44,93.48,85.98,80.67,18.98,98.45,Optimal
UNI1349,Central,Undergraduate,11452.77,2256.92,313078.62,30.82,99.05,3.49,0.74,66.15,72.93,23.67,51.42,9.32,99.99,Suboptimal
UNI1350,West,Undergraduate,13001.26,1675.88,116238.39,74.68,97.73,0.56,0.29,73.88,80.31,60.71,58.88,10.74,96.77,Optimal
UNI1351,East,Undergraduate,23708.04,2096.42,115551.61,49.13,97.48,4.51,0.54,67.54,60.89,61.87,76.68,14.26,97.29,Optimal
UNI1352,East,Undergraduate,23194.28,2279.01,132479.52,50.29,96.22,4.96,0.4,75.28,82.86,96.46,94.35,6.83,96.72,Optimal
UNI1353,West,Undergraduate,21701.01,1336.27,45030.03,66.55,99.78,3.6,0.79,53.29,72.68,66.89,67.7,12.12,100.0,Optimal
UNI1354,West,Vocational,17491.26,551.75,244576.48,40.35,98.82,2.69,0.47,59.08,72.97,32.65,55.94,11.63,100.0,Suboptimal
UNI1355,Central,Undergraduate,30984.32,2693.74,181495.18,58.45,100.0,4.17,0.8,50.21,96.8,86.19,86.66,12.47,98.67,Optimal
UNI1356,East,Undergraduate,31570.02,2777.37,133714.92,44.81,99.0,5.17,0.82,80.12,87.9,66.37,69.26,2.93,97.59,Optimal
UNI1357,East,Undergraduate,19136.65,4169.75,247137.54,75.32,98.34,5.42,0.9,90.37,98.83,62.75,96.35,11.04,97.83,Optimal
UNI1358,West,Vocational,3000.0,1022.02,27833.91,31.97,98.07,2.41,0.65,57.25,94.84,73.72,67.42,9.44,99.02,Optimal
UNI1359,East,Undergraduate,8434.61,2518.17,173000.71,55.59,100.0,4.22,0.55,94.04,83.96,53.97,60.38,3.65,97.6,Optimal
UNI1360,East,Undergraduate,22488.42,2637.33,358214.22,49.09,97.02,3.49,0.77,71.08,68.86,66.97,93.31,15.12,98.78,Optimal
UNI1361,Central,Undergraduate,25557.52,1166.02,41053.98,38.84,96.42,2.87,0.05,91.52,77.08,38.83,54.25,6.36,97.81,Optimal
UNI1362,East,Undergraduate,19954.87,1019.04,10000.0,57.87,99.44,0.69,0.29,52.97,52.23,61.54,64.2,9.01,99.02,Optimal
UNI1363,Central,Undergraduate,11673.03,1168.31,171547.58,82.97,96.62,2.94,0.92,68.28,98.45,70.86,78.17,13.57,96.08,Optimal
UNI1364,East,Vocational,7557.25,200.0,31563.52,45.67,99.31,3.69,0.5,15.43,76.35,58.63,100.0,16.09,97.38,Optimal
UNI1365,West,Undergraduate,21175.77,2709.13,238334.27,52.13,99.26,5.17,0.86,88.27,87.79,85.79,78.79,19.24,97.99,Optimal
UNI1366,West,Undergraduate,22237.18,3496.77,351564.66,52.16,99.17,5.52,0.62,68.64,88.87,63.72,56.79,9.13,98.22,Optimal
UNI1367,West,Vocational,3000.0,200.0,10000.0,16.95,97.48,1.19,0.05,10.87,54.01,34.44,71.25,1.0,97.98,Suboptimal
UNI1368,Central,Vocational,19410.92,1099.95,61303.95,43.1,98.36,2.8,0.36,34.15,46.1,71.77,82.02,9.9,98.86,Optimal
UNI1369,East,Undergraduate,21400.16,1067.53,16621.19,80.09,96.96,4.13,0.46,75.84,53.04,46.33,72.56,10.64,100.0,Optimal
UNI1370,Central,Undergraduate,34285.02,1079.74,30395.3,51.61,97.86,4.22,1.01,52.48,67.18,29.55,59.73,3.8,96.52,Optimal
UNI1371,West,Vocational,4635.1,3098.5,91222.26,58.59,96.27,5.43,0.87,117.42,79.06,50.44,85.86,12.64,99.4,Optimal
UNI1372,Central,Vocational,22865.19,200.0,10000.0,33.74,97.49,1.86,0.44,6.94,67.6,35.22,56.92,10.36,97.89,Suboptimal
UNI1373,Central,Undergraduate,35640.94,1342.51,278877.53,60.49,100.0,3.14,0.72,83.17,80.25,52.12,64.53,12.0,100.0,Optimal
UNI1374,Central,Undergraduate,19961.51,3089.35,150967.95,61.03,100.0,4.4,1.05,99.8,52.27,42.5,100.0,12.17,99.01,Optimal
UNI1375,Central,Undergraduate,27857.52,2895.08,253423.36,62.78,100.0,3.36,0.51,98.7,100.0,90.21,67.17,17.83,99.71,Optimal
UNI1376,Central,Undergraduate,12193.7,2294.49,165364.09,56.6,97.49,1.59,0.1,53.28,66.45,45.7,86.71,9.29,98.81,Optimal
UNI1377,East,Vocational,4343.28,2561.48,93366.31,51.45,97.13,3.53,0.66,46.66,79.47,61.62,87.49,12.26,98.93,Optimal
UNI1378,Central,Vocational,9561.81,200.0,73443.27,48.3,98.87,2.72,0.36,17.13,87.8,78.91,71.41,13.2,98.07,Optimal
UNI1379,Central,Vocational,6894.38,617.94,72231.44,35.22,100.0,3.36,0.21,81.37,56.71,81.93,63.09,7.79,98.73,Suboptimal
UNI1380,East,Undergraduate,5042.23,3548.24,183209.55,61.25,99.89,4.27,0.22,64.64,72.92,60.08,81.46,13.8,99.86,Optimal
UNI1381,West,Vocational,22306.9,789.98,99194.96,32.19,95.84,0.5,0.42,13.75,57.22,42.21,74.6,10.63,98.93,Suboptimal
UNI1382,Central,Undergraduate,24728.33,3034.49,231455.85,60.47,99.46,3.49,0.61,67.03,68.51,68.9,78.84,16.21,99.54,Optimal
UNI1383,East,Undergraduate,21577.97,1723.48,372061.16,72.9,99.79,3.35,0.75,58.08,92.33,100.0,70.06,8.73,100.0,Optimal
UNI1384,West,Undergraduate,13238.3,3093.04,206470.79,36.59,99.23,3.8,0.61,46.89,43.94,53.0,61.91,1.48,98.87,Suboptimal
UNI1385,Central,Undergraduate,24831.39,3237.22,286485.4,44.39,100.0,2.66,0.78,99.53,58.29,60.85,42.89,7.05,98.49,Suboptimal
UNI1386,West,Undergraduate,27572.41,2879.58,289374.77,60.13,99.72,3.44,0.69,75.21,78.65,100.0,72.0,14.94,100.0,Optimal
UNI1387,East,Undergraduate,27815.28,1886.74,275953.97,71.4,100.0,3.42,0.69,62.34,100.0,87.14,84.99,16.76,99.65,Optimal
UNI1388,West,Vocational,7732.86,1258.56,76976.66,54.36,99.11,4.45,0.67,26.44,42.4,63.78,56.3,5.05,97.62,Suboptimal
UNI1389,East,Undergraduate,22696.31,2934.88,176576.38,40.47,96.36,3.22,0.44,66.84,80.97,71.02,56.36,11.94,98.54,Optimal
UNI1390,Central,Vocational,19407.0,200.0,177499.18,77.31,100.0,3.35,0.25,27.69,88.15,62.91,67.06,1.0,97.65,Optimal
UNI1391,East,Vocational,11827.84,200.0,10000.0,37.34,98.98,0.5,0.12,5.0,43.09,35.5,66.35,11.02,99.86,Optimal
UNI1392,Central,Vocational,10272.92,397.88,184531.21,41.65,97.19,2.81,0.61,22.87,68.43,43.79,65.82,17.85,99.31,Suboptimal
UNI1393,Central,Vocational,14108.2,200.0,10000.0,36.26,100.0,2.79,0.08,36.64,37.0,37.18,26.53,3.98,96.87,Suboptimal
UNI1394,Central,Undergraduate,23758.04,2408.99,148113.53,86.4,100.0,3.84,0.73,67.23,33.14,69.99,67.38,9.89,100.0,Optimal
UNI1395,Central,Vocational,12136.59,532.59,10000.0,32.11,98.4,0.5,0.05,11.03,45.41,63.97,83.68,15.75,98.27,Optimal
UNI1396,West,Undergraduate,22926.92,2211.77,267413.76,38.57,100.0,1.51,0.57,62.96,60.74,83.62,77.56,11.03,100.0,Optimal
UNI1397,Central,Undergraduate,24074.81,2492.92,215903.37,92.03,99.37,3.4,1.07,46.95,55.2,55.81,66.03,10.29,100.0,Optimal
UNI1398,East,Undergraduate,12552.7,1761.17,84857.83,48.27,97.6,3.71,0.56,99.07,70.84,77.6,72.04,21.07,99.86,Optimal
UNI1399,West,Vocational,11150.85,1589.33,245619.78,55.35,94.76,4.58,1.01,55.95,61.32,63.81,71.1,18.64,98.55,Optimal
UNI1400,Central,Vocational,4841.97,200.0,92233.54,53.8,98.74,1.28,0.37,30.38,39.68,49.64,62.86,3.45,98.34,Suboptimal
UNI1401,West,Undergraduate,15718.44,2874.71,319553.55,54.63,99.04,1.51,0.58,77.71,77.58,61.09,83.68,9.98,97.53,Optimal
UNI1402,West,Vocational,5640.75,508.26,71398.73,53.71,100.0,4.26,0.53,87.19,81.36,34.39,50.98,14.12,99.62,Optimal
UNI1403,West,Undergraduate,31169.96,2476.8,263134.8,63.71,98.11,4.71,0.88,114.41,100.0,74.18,84.76,17.12,97.12,Optimal
UNI1404,West,Undergraduate,24529.37,2352.5,314462.65,60.08,99.44,2.02,0.71,79.09,57.89,53.28,58.84,11.8,97.01,Optimal
UNI1405,Central,Vocational,18506.27,221.11,10000.0,34.7,98.79,0.5,0.05,8.04,61.38,59.26,56.76,1.0,97.39,Suboptimal
UNI1406,East,Vocational,6300.39,1045.82,10000.0,43.34,97.39,1.39,0.34,21.5,50.71,74.17,37.5,1.0,98.6,Suboptimal
UNI1407,Central,Vocational,11869.66,1214.96,19753.86,38.98,99.13,2.61,0.35,7.44,59.19,60.84,61.04,18.43,98.29,Suboptimal
UNI1408,West,Vocational,3000.0,200.0,10000.0,38.82,99.0,0.7,0.53,16.56,57.15,77.08,61.78,9.87,100.0,Suboptimal
UNI1409,Central,Vocational,21554.85,2050.68,164592.61,57.81,96.85,3.58,0.05,51.42,47.62,49.18,65.08,8.38,98.69,Suboptimal
UNI1410,West,Undergraduate,9328.75,2527.95,60062.22,59.52,99.16,2.46,0.64,82.02,53.64,82.28,73.96,6.22,97.2,Optimal
UNI1411,East,Undergraduate,11800.24,2254.18,274494.29,61.77,97.01,3.47,0.27,82.74,75.69,55.03,37.89,7.21,98.07,Optimal
UNI1412,East,Undergraduate,21930.56,2099.37,85874.95,60.59,95.82,5.49,0.58,47.63,43.6,30.88,68.15,9.39,97.92,Suboptimal
UNI1413,Central,Vocational,3000.0,200.0,10000.0,48.3,96.53,1.3,0.05,20.18,59.47,54.97,89.65,4.97,97.48,Suboptimal
UNI1414,East,Vocational,9053.92,2903.36,109139.03,62.75,99.01,3.17,0.14,64.0,75.93,77.36,51.59,5.93,100.0,Optimal
UNI1415,East,Undergraduate,35413.53,2387.42,344162.92,82.71,100.0,5.13,1.19,56.61,98.06,80.71,84.52,18.96,100.0,Optimal
UNI1416,East,Undergraduate,22276.46,1311.48,84252.47,54.12,98.0,3.04,0.05,55.42,70.84,54.46,81.31,13.25,99.44,Optimal
UNI1417,West,Vocational,5103.63,911.9,69258.63,62.62,99.7,3.8,0.52,87.39,46.2,62.39,80.47,9.11,98.21,Suboptimal
UNI1418,Central,Vocational,16568.04,1330.51,113419.03,42.6,100.0,2.69,0.82,50.81,48.56,54.07,82.01,15.26,99.46,Suboptimal
UNI1419,East,Vocational,15605.14,871.67,253233.3,80.69,100.0,2.84,0.87,5.0,48.23,54.08,60.08,7.95,100.0,Optimal
UNI1420,East,Vocational,20510.68,200.0,65859.0,40.74,97.83,1.84,0.05,18.12,63.69,77.57,37.21,1.0,98.41,Suboptimal
UNI1421,Central,Undergraduate,14459.02,2283.52,117594.88,45.06,96.29,2.16,0.3,15.89,68.33,57.99,61.12,16.88,96.1,Suboptimal
UNI1422,East,Vocational,3000.0,200.0,43778.68,50.52,98.95,5.2,0.76,30.81,62.35,72.39,78.99,17.19,99.73,Optimal
UNI1423,Central,Undergraduate,39935.11,3262.92,233752.29,73.66,100.0,4.87,1.02,57.87,51.25,66.95,61.13,8.62,99.06,Optimal
UNI1424,West,Vocational,10302.16,1566.09,41140.9,34.62,99.51,2.99,0.8,62.09,68.56,61.4,72.0,10.06,100.0,Suboptimal
UNI1425,East,Undergraduate,15461.68,1514.66,261255.43,54.2,96.2,4.56,1.14,80.51,39.34,37.11,59.77,10.99,97.25,Suboptimal
UNI1426,Central,Vocational,4377.8,839.38,10000.0,28.88,97.94,2.35,0.2,33.35,66.84,53.43,61.54,13.14,99.36,Suboptimal
UNI1427,East,Vocational,8611.76,844.19,10000.0,18.26,99.77,1.06,0.56,65.56,42.29,63.51,61.77,8.69,98.16,Suboptimal
UNI1428,East,Undergraduate,46896.1,1814.38,300394.73,81.7,97.57,6.31,0.73,75.68,66.23,82.27,67.99,22.01,100.0,Optimal
UNI1429,West,Vocational,9030.94,200.0,68509.89,60.92,98.85,2.8,0.05,42.94,76.44,40.59,65.15,3.73,95.87,Suboptimal
UNI1430,Central,Vocational,9170.14,1549.95,43846.34,38.58,100.0,0.5,0.48,87.29,78.12,57.22,69.95,8.93,100.0,Optimal
UNI1431,West,Undergraduate,18669.67,3479.5,427417.33,66.36,99.25,3.09,0.45,108.21,86.46,64.13,81.74,16.63,100.0,Optimal
UNI1432,East,Vocational,3000.0,680.1,10000.0,47.71,100.0,3.52,0.22,39.97,42.51,66.81,69.02,8.51,98.47,Suboptimal
UNI1433,East,Undergraduate,43497.32,3021.21,531949.41,74.24,100.0,3.57,0.66,88.85,76.61,88.94,99.02,24.78,100.0,Optimal
UNI1434,Central,Vocational,11879.85,297.9,128998.43,57.95,98.68,3.71,0.42,18.36,51.28,37.75,76.83,1.0,99.18,Suboptimal
UNI1435,Central,Undergraduate,11956.89,2372.4,227832.59,50.95,97.57,4.44,0.61,65.63,39.02,52.87,85.93,9.1,97.59,Suboptimal
UNI1436,West,Vocational,3000.0,200.0,114492.04,46.85,98.56,4.53,0.23,88.79,87.67,80.86,67.96,18.43,98.45,Optimal
UNI1437,East,Undergraduate,11795.71,1874.12,237858.46,24.68,97.66,2.87,0.75,33.32,58.93,84.0,79.27,5.87,98.38,Optimal
UNI1438,West,Vocational,15504.12,2070.59,231932.4,25.77,97.95,4.56,0.55,77.6,100.0,72.49,87.42,11.06,96.36,Optimal
UNI1439,West,Undergraduate,14470.71,2552.56,211545.66,72.45,97.83,4.52,0.66,94.65,64.88,90.56,71.93,11.51,99.64,Optimal
UNI1440,Central,Undergraduate,30261.25,3028.93,10000.0,63.98,97.04,2.87,0.28,27.97,57.82,62.84,45.48,6.95,99.12,Suboptimal
UNI1441,East,Undergraduate,18119.53,1272.4,423630.63,49.92,98.37,2.28,0.89,94.27,74.54,51.62,100.0,17.62,99.19,Optimal
UNI1442,Central,Vocational,14412.78,1214.14,281148.87,84.08,98.28,4.46,0.76,55.28,64.96,71.16,78.14,11.76,98.87,Optimal
UNI1443,East,Vocational,7364.15,1531.47,165307.17,66.62,97.66,1.54,0.47,25.79,80.03,66.53,91.93,13.02,97.84,Optimal
UNI1444,West,Vocational,19270.34,338.92,10000.0,42.11,94.0,2.79,0.05,26.51,54.88,15.53,50.69,3.87,96.46,Suboptimal
UNI1445,Central,Undergraduate,5382.81,499.9,267755.7,28.49,98.63,3.61,1.17,52.16,86.85,60.47,70.45,10.91,96.38,Suboptimal
UNI1446,West,Undergraduate,20263.04,2835.9,329522.46,61.59,100.0,4.5,1.17,75.18,78.75,72.91,52.78,10.36,100.0,Optimal
UNI1447,Central,Vocational,28402.57,1210.39,10000.0,51.59,100.0,0.5,0.82,31.61,88.5,90.66,75.88,19.65,99.69,Optimal
UNI1448,Central,Undergraduate,18176.0,1544.12,325871.63,49.09,100.0,3.88,0.8,82.93,66.48,48.51,93.47,7.39,97.4,Optimal
UNI1449,Central,Vocational,4826.32,947.12,56075.15,32.09,100.0,2.46,0.38,18.2,77.63,72.18,85.92,13.04,99.88,Optimal
UNI1450,Central,Undergraduate,32983.45,1595.96,222681.61,49.22,100.0,4.52,0.77,91.74,58.03,87.06,80.21,4.74,99.22,Optimal
UNI1451,West,Vocational,13780.99,989.43,214295.13,10.0,97.32,2.41,0.38,57.03,78.19,86.45,75.96,18.99,99.1,Optimal
UNI1452,East,Vocational,15905.5,200.0,10000.0,50.33,98.39,5.6,0.2,41.57,64.89,5.0,94.36,10.42,97.93,Suboptimal
UNI1453,West,Vocational,15390.42,1999.92,49397.36,31.1,100.0,3.68,1.02,51.85,82.71,100.0,53.99,7.43,99.7,Optimal
UNI1454,West,Vocational,6476.61,1528.59,10000.0,38.26,97.95,0.59,0.23,20.48,75.85,81.25,75.7,11.52,97.51,Optimal
UNI1455,West,Undergraduate,24904.3,2235.99,229373.04,66.79,99.7,3.25,0.36,55.45,84.33,30.77,62.64,5.45,99.73,Optimal
